ValId;ValKey;ValLocale;ValText
SAPC_ATTR_DISABLE_ACTIVITIES;ENABLE;DE;Entsperren
SAPC_ATTR_DISABLE_ACTIVITIES;ENABLE;EN;Enable
SAPC_ATTR_DISABLE_ACTIVITIES;DISABLE;DE;Sperren
SAPC_ATTR_DISABLE_ACTIVITIES;DISABLE;EN;Disable
